congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.398,-0.417,-11.44436,0.98647,840,5,,-0.41,-0.45
117,House,22101,72,2,OR,200,,,"BENTZ, Cliff",B000668,1952,,0.479,0.261,-75.50075,0.91384,838,30,,0.478,0.332
117,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.426,-0.626,-16.01336,0.98091,831,7,,-0.37,-0.556
117,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.335,0.334,-74.46277,0.9137,825,27,,0.355,0.513
117,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948,,0.377,0.396,-71.27661,0.91799,833,26,,0.438,0.319
117,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962,,0.683,-0.482,-144.12421,0.83971,825,60,,0.776,-0.447
117,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.344,0.042,-25.37187,0.96927,813,13,,-0.243,0.011
117,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.381,0.152,-20.96383,0.97524,836,8,,-0.474,0.243
117,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.468,-0.156,-15.92934,0.98115,837,7,,-0.555,-0.055
117,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.14,-0.105,-139.15941,0.84716,839,42,,0.137,-0.19
117,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.453,0.134,-83.36207,0.90466,832,31,,0.449,0.228
117,House,21756,14,17,PA,100,,,"LAMB, Conor",L000588,1984,,-0.143,0.212,-29.46819,0.96541,837,3,,-0.23,0.286
117,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.454,-0.211,-18.06277,0.97855,833,9,,-0.378,-0.141
117,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.261,0.305,-45.50671,0.94677,832,19,,-0.209,0.143
117,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.452,-0.068,-10.956,0.98701,838,3,,-0.39,-0.11
117,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.258,0.22,-22.65795,0.97326,836,9,,-0.284,0.335
117,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.579,-0.021,-144.55397,0.84139,837,65,,0.595,0.024
117,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964,,0.492,0.193,-97.54111,0.88811,822,39,,0.428,0.111
117,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.444,0.056,-86.17048,0.90195,835,34,,0.374,0.367
117,House,21985,14,12,PA,200,,,"KELLER, Fred",K000395,1965,,0.498,0.171,-87.31005,0.90106,838,35,,0.496,0.211
117,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-39.28662,0.95001,766,15,,-0.384,-0.472
117,House,21992,92,0,PR,200,,,"GONZÁLEZ-CÓLON, Jenniffer",G000582,1976,,0.221,0.456,-4.58897,0.72052,14,3,,0.176,0.984
117,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.114,-19.96026,0.97638,835,8,,-0.353,0.23
117,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.389,-0.262,-23.18,0.97256,833,9,,-0.312,-0.174
117,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.53,0.16,-92.57716,0.89225,812,37,,0.485,0.477
117,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.695,-0.095,-156.7042,0.82566,818,81,,0.657,0.042
117,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.558,-0.217,-216.26018,0.77062,830,91,,0.48,-0.194
117,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.848,-0.382,-73.90747,0.91186,801,25,,0.889,-0.457
117,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.599,0.056,-96.24893,0.89125,836,41,,0.588,0.269
117,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977,,0.339,-0.279,-221.54532,0.76598,831,87,,0.378,-0.219
117,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.466,0.246,-13.59525,0.98371,828,5,,-0.536,0.281
117,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.465,0.139,-83.28462,0.90507,835,30,,0.403,0.361
117,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.164,-0.033,-32.97128,0.9611,831,14,,-0.359,0.138
117,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.39,-0.293,-29.22881,0.96532,828,13,,-0.303,-0.409
117,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.432,0.392,-109.41495,0.87787,840,48,,0.497,0.177
117,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.579,-0.05,-135.71571,0.84966,833,62,,0.57,-0.013
117,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.542,0.343,-74.82102,0.91409,833,30,,0.555,0.389
117,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.667,-0.428,-148.54125,0.83245,810,65,,0.652,-0.353
117,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.671,0.019,-140.09081,0.84189,814,70,,0.65,-0.026
117,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.666,0.115,-119.15107,0.86305,809,55,,0.679,0.087
117,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960,,0.677,-0.081,-140.98879,0.84429,833,67,,0.689,0.074
117,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.565,-0.164,-154.97963,0.82663,814,67,,0.582,-0.143
117,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.486,0.553,-152.6405,0.83202,830,59,,0.614,0.475
117,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.644,-0.406,-173.10977,0.803,789,86,,0.678,-0.496
117,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.446,0.263,-29.61774,0.96523,837,15,,-0.389,-0.282
117,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.411,0.172,-84.02756,0.90272,821,34,,0.349,0.409
117,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.225,0.634,-75.84815,0.91346,838,30,,-0.287,0.684
117,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.722,0.026,-135.37184,0.84713,816,63,,0.82,0.179
117,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.399,-0.124,-13.35389,0.98413,835,4,,-0.434,-0.269
117,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.595,0.055,-88.82805,0.89262,782,32,,0.587,0.182
117,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.407,0.355,-22.82008,0.97294,832,11,,-0.311,0.157
117,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.311,0.407,-11.96004,0.97336,443,6,,-0.224,0.161
117,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.711,0.114,-121.73905,0.86342,829,60,,0.727,0.106
117,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.643,0.001,-141.32178,0.8337,777,65,,0.671,-0.042
117,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.382,0.837,-48.93091,0.94131,809,17,,-0.29,0.468
117,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.689,-0.362,-137.21674,0.84399,809,60,,0.714,-0.282
117,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.422,0.723,-15.74359,0.98123,831,4,,-0.399,0.495
117,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.434,0.275,-109.48964,0.87486,819,40,,0.447,0.121
117,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.47,-0.274,-63.63679,0.92662,835,19,,-0.529,-0.525
117,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.512,0.859,-37.82669,0.95586,838,15,,-0.236,0.285
117,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.78,0.318,-51.97207,0.93966,835,21,,-0.878,0.453
117,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.721,-0.055,-161.92663,0.8241,837,75,,0.765,-0.119
117,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-103.40277,0.87918,803,44,,0.798,-0.603
117,House,21973,49,3,TX,200,,,"TAYLOR, Nicholas",T000479,1972,,0.581,-0.223,-175.65639,0.80822,825,90,,0.604,-0.245
117,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953,2021,0.711,-0.09,-0.27921,0.98025,14,0,,0.908,-0.418
117,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967,,0.714,0.112,-119.93597,0.86439,823,53,,0.719,0.146
117,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980,,0.341,0.232,-70.9551,0.91872,837,31,,0.309,0.384
117,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967,,0.788,0.168,-102.46561,0.88048,805,41,,0.78,0.163
117,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968,,0.61,-0.246,-145.05826,0.83768,819,69,,0.636,-0.114
117,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,1977,,0.635,0.372,-86.58577,0.89991,821,37,,0.662,0.367
117,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970,,0.605,-0.001,-122.8144,0.86337,836,59,,0.577,0.01
117,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970,,0.515,0.697,-71.242,0.88909,606,30,,0.514,0.358
117,House,22165,49,34,TX,200,,,"FLORES, Mayra",F000473,1986,,0.336,0.623,-18.15622,0.92995,250,5,,0.342,0.653
117,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.403,-0.33,-21.07119,0.97502,833,5,,-0.329,-0.409
117,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.459,0.121,-15.23919,0.98192,835,7,,-0.391,-0.147
117,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.585,0.17,-168.34915,0.81562,826,71,,0.587,-0.035
117,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.52,0.239,-73.2156,0.89863,685,27,,0.477,0.473
117,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.403,0.243,-132.11536,0.85119,820,49,,0.465,0.201
117,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1934,2023,-0.485,0.198,-19.27868,0.97709,832,11,,-0.488,-0.023
117,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.499,0.167,-101.11933,0.88607,836,40,,0.439,0.136
117,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.448,0.12,-111.62132,0.87388,828,43,,0.409,0.121
117,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980,,0.365,0.322,-70.6495,0.91868,833,26,,0.349,0.353
117,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951,,0.452,0.161,-81.7517,0.90641,832,31,,0.451,0.249
117,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.407,-0.384,-24.30378,0.97101,826,11,,-0.301,-0.469
117,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966,,-0.451,0.507,-0.84634,0.94134,14,0,,-0.411,-0.874
117,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.448,0.02,-82.36373,0.90194,798,25,,0.463,0.181
117,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,2025,-0.309,-0.047,-20.97108,0.97529,838,7,,-0.311,-0.101
117,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.512,-0.344,-182.34633,0.80105,822,90,,0.499,-0.356
117,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.394,-0.102,-11.43267,0.98645,838,3,,-0.409,-0.123
117,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,2022,-0.381,-0.017,-19.80339,0.97496,781,12,,-0.493,0.309
117,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.716,-0.207,-133.03842,0.8514,827,52,,0.734,-0.17
117,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.206,0.426,-48.57943,0.94374,839,15,,-0.401,0.854
117,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.196,0.3,-44.74797,0.9477,833,18,,-0.197,0.41
117,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.384,0.302,-32.8902,0.96147,837,18,,-0.252,0.205
117,House,22120,40,5,VA,200,,,"GOOD, Bob",G000595,1965,,0.8,-0.6,-136.88357,0.84381,806,66,,0.835,-0.359
117,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,-0.003,-15.66123,0.98144,836,9,,-0.488,0.096
117,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.164,-18.53027,0.97782,826,6,,-0.435,0.113
117,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.436,0.098,-78.70519,0.90901,825,29,,0.402,0.333
117,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.336,-0.129,-125.94746,0.85632,812,53,,0.286,0.129
117,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.316,0.005,-13.44334,0.9841,839,5,,-0.305,-0.081
117,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.318,0.328,-83.37173,0.90344,821,38,,0.291,0.379
117,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.623,-0.548,-16.07875,0.98095,836,5,,-0.472,-0.636
117,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.282,0.405,-25.54266,0.96998,838,10,,-0.295,0.59
117,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962,,-0.449,0.36,-23.15611,0.97229,824,11,,-0.399,0.356
117,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.291,-0.166,-26.39386,0.96892,836,10,,-0.612,0.18
117,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.293,-0.204,-19.8036,0.9767,840,7,,-0.475,0.289
117,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.3,0.178,-109.51066,0.86381,748,48,,0.298,0.113
117,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.568,-0.241,-142.94044,0.84127,827,64,,0.537,-0.044
117,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.526,0.109,-66.77387,0.92143,816,15,,0.501,0.384
117,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.522,-0.272,-32.02648,0.96215,830,12,,-0.302,-0.45
117,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.525,-0.557,-25.99446,0.9692,831,9,,-0.407,-0.642
117,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.598,-0.204,-174.06657,0.81102,831,76,,0.581,-0.285
117,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.437,0.033,-108.12818,0.87632,819,42,,0.412,0.086
117,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.418,0.062,-77.12383,0.91217,839,30,,0.424,0.176
117,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957,,0.643,-0.248,-133.72506,0.8466,803,57,,0.641,-0.19
117,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963,,0.599,0.088,-105.5358,0.8806,830,45,,0.617,0.272
117,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.26,-0.08,-65.96909,0.92421,837,20,,-0.176,-0.105
117,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.405,0.82,-188.67119,0.75832,682,70,,0.282,0.815
118,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.379,0.377,-161.97206,0.86215,1092,79,,0.44,0.312
118,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.401,0.393,-53.7738,0.95012,1051,19,,-0.522,0.361
118,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.677,0.115,-94.44325,0.91772,1100,41,,0.675,0.136
118,House,22108,41,1,AL,200,,,"CARL, Jerry L.",C001054,1958,,0.55,0.239,-126.19488,0.89299,1115,58,,0.594,0.236
118,House,22140,41,2,AL,200,,,"MOORE, Barry",M001212,1966,,0.643,-0.251,-108.40892,0.90711,1112,48,,0.7,-0.292
118,House,22366,41,5,AL,200,,,"STRONG, Dale",S001220,1970,,0.619,0.361,-113.05908,0.90299,1108,44,,0.624,0.364
118,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.405,0.467,-175.33263,0.85204,1095,86,,0.464,0.276
118,House,22168,81,1,AK,100,,,"PELTOLA, Mary Sattler",P000619,1973,,-0.138,0.378,-199.60663,0.80148,902,94,,-0.137,0.377
118,House,21995,93,0,AS,200,,,"RADEWAGEN, Aumua Amata Coleman",R000600,1947,,0.325,0.186,-72.83715,0.70217,206,36,,0.305,0.116
118,House,20305,61,7,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.598,-0.264,-34.94764,0.95089,694,15,,-0.573,-0.39
118,House,21103,61,9,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.704,-0.518,-90.13445,0.91744,1046,36,,0.758,-0.637
118,House,21105,61,1,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.554,-0.224,-280.44023,0.77639,1108,103,,0.478,-0.162
118,House,21502,61,3,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.359,0.142,-127.80843,0.87185,932,57,,-0.3,0.399
118,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.818,-0.575,-122.06723,0.89577,1109,55,,0.728,-0.686
118,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.616,-0.104,-114.4106,0.89409,1022,51,,0.637,-0.091
118,House,21968,61,4,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.276,0.261,-73.1605,0.93599,1106,27,,-0.294,0.405
118,House,22309,61,6,AZ,200,,,"CISCOMANI, Juan",C001133,1982,,0.29,0.713,-61.52812,0.94526,1093,26,,0.288,0.718
118,House,22311,61,2,AZ,200,,,"CRANE, Eli",C001132,1980,,0.751,-0.661,-100.14432,0.91366,1109,44,,0.738,-0.675
118,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.46,0.309,-164.12926,0.86151,1101,67,,0.472,0.19
118,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.348,0.636,-71.18964,0.93836,1119,24,,0.37,0.929
118,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.437,0.271,-160.21676,0.86548,1109,71,,0.443,0.289
118,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.546,0.253,-115.92351,0.90109,1113,56,,0.511,0.099
118,House,15448,71,11,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.181,-45.03221,0.9566,1015,19,,-0.552,0.236
118,House,20104,71,30,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.353,-0.109,-49.34365,0.95472,1065,22,,-0.367,0.022
118,House,20107,71,48,CA,200,,,"ISSA, Darrell",I000056,1953,,0.478,0.022,-159.19399,0.86365,1086,75,,0.432,0.08
118,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.131,-44.02362,0.96056,1094,20,,-0.525,-0.072
118,House,20501,71,21,CA,100,,,"COSTA, Jim",C001059,1952,,-0.198,0.447,-144.76648,0.87178,1055,62,,-0.301,0.554
118,House,20538,71,7,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.142,-44.73921,0.95971,1088,16,,-0.406,-0.063
118,House,20703,71,20,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.453,0.233,-71.46574,0.82262,366,36,,0.381,0.07
118,House,20903,71,5,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.672,-0.37,-318.49512,0.74861,1100,113,,0.518,-0.39
118,House,20955,71,28,CA,100,,,"CHU, Judy",C001080,1953,,-0.482,-0.37,-44.08782,0.96068,1099,17,,-0.407,-0.429
118,House,20958,71,8,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.313,-0.096,-90.96299,0.91238,992,32,,-0.354,-0.039
118,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.541,0.011,-121.09083,0.88929,1032,55,,0.588,-0.003
118,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.431,-0.511,-69.60484,0.9377,1082,28,,-0.435,-0.451
118,House,21304,71,6,CA,100,,,"BERA, Ami",B001287,1965,,-0.246,0.007,-76.09025,0.93386,1112,35,,-0.364,0.152
118,House,21306,71,14,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.354,-0.047,-70.31488,0.9332,1017,33,,-0.345,0.182
118,House,21307,71,22,CA,200,,,"VALADAO, David G.",V000129,1977,,0.258,0.438,-70.17298,0.93803,1097,24,,0.264,0.653
118,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.303,0.049,-47.76407,0.95716,1091,16,,-0.454,0.17
118,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.39,-0.046,-73.77358,0.93397,1080,37,,-0.478,-0.234
118,House,21311,71,25,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.258,0.045,-73.47203,0.93584,1108,33,,-0.379,0.08
118,House,21312,71,39,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.458,-0.328,-57.62893,0.94932,1108,23,,-0.431,-0.495
118,House,21314,71,52,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.397,0.024,-87.79239,0.92389,1109,40,,-0.326,-0.281
118,House,21315,71,50,CA,100,,,"PETERS, Scott",P000608,1958,,-0.193,-0.033,-90.25376,0.92136,1102,43,,-0.283,0.045
118,House,21504,71,10,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.514,-0.363,-50.86155,0.95461,1095,25,,-0.419,-0.412
118,House,21506,71,33,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.323,0.139,-60.76367,0.94673,1110,23,,-0.511,0.315
118,House,21507,71,36,CA,100,,,"LIEU, Ted",L000582,1969,,-0.376,-0.208,-66.27719,0.93955,1063,28,,-0.371,-0.117
118,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.368,0.071,-61.13772,0.94641,1110,20,,-0.408,0.195
118,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.501,-0.121,-56.16904,0.94995,1094,26,,-0.436,-0.303
118,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.325,0.1,-46.79502,0.95883,1113,11,,-0.429,0.23
118,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.284,0.15,-130.92756,0.88533,1075,57,,-0.287,-0.052
118,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.464,-0.303,-71.24491,0.93772,1108,28,,-0.324,-0.408
118,House,21740,71,19,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.289,0.185,-102.6747,0.91195,1114,43,,-0.278,0.32
118,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.534,-0.263,-63.20154,0.9429,1075,30,,-0.455,-0.377
118,House,21930,71,9,CA,100,,,"HARDER, Josh",H001090,1986,,-0.307,0.493,-88.87286,0.92135,1085,35,,-0.287,0.435
118,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.321,0.17,-84.47873,0.92722,1118,38,,-0.307,0.15
118,House,21954,71,47,CA,100,,,"PORTER, Katie",P000618,1974,,-0.236,-0.332,-74.1096,0.92773,988,28,,-0.372,-0.405
118,House,21988,71,27,CA,200,,,"GARCIA, Mike",G000061,1976,,0.356,0.097,-181.88224,0.84501,1080,72,,0.344,0.078
118,House,22126,71,51,CA,100,,,"JACOBS, Sara",J000305,1989,,-0.403,-0.434,-45.1149,0.95938,1088,18,,-0.422,-0.434
118,House,22129,71,40,CA,200,,,"KIM, Young",K000397,1962,,0.255,0.373,-99.34949,0.91394,1104,39,,0.246,0.43
118,House,22145,71,23,CA,200,,,"OBERNOLTE, Jay",O000019,1970,,0.316,0.284,-152.43446,0.87147,1108,45,,0.316,0.298
118,House,22152,71,45,CA,200,,,"STEEL, Michelle",S001135,1955,,0.37,0.275,-156.96898,0.86802,1109,56,,0.374,0.271
118,House,22317,71,13,CA,200,,,"DUARTE, John",D000633,1966,,0.335,0.002,-209.90038,0.82714,1106,74,,0.335,0.002
118,House,22323,71,42,CA,100,,,"GARCIA, Robert",G000598,1977,,-0.383,-0.609,-55.94304,0.94883,1065,20,,-0.379,-0.622
118,House,22333,71,37,CA,100,,,"KAMLAGER-DOVE, Sydney",K000400,1972,,-0.555,-0.461,-51.52408,0.95341,1080,25,,-0.548,-0.482
118,House,22336,71,3,CA,200,,,"KILEY, Kevin",K000401,1985,,0.251,0.42,-87.81587,0.924,1111,30,,0.254,0.441
118,House,22354,71,15,CA,100,,,"MULLIN, Kevin",M001225,1970,,-0.493,-0.013,-43.46923,0.95986,1061,16,,-0.473,-0.037
118,House,22378,71,20,CA,200,,,"FONG, Vince",F000480,1979,,0.457,0.816,-18.07414,0.93183,256,9,,0.461,0.844
118,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.095,-74.39937,0.93343,1080,34,,-0.488,-0.456
118,House,29312,71,16,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.379,-0.372,-84.00092,0.92699,1108,35,,-0.406,0.093
118,House,29323,71,41,CA,200,,,"CALVERT, Ken",C000059,1953,,0.339,0.276,-95.41562,0.91806,1116,27,,0.344,0.741
118,House,29504,71,18,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.398,-0.405,-93.40871,0.91692,1077,35,,-0.313,-0.272
118,House,29707,71,32,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.344,-0.136,-71.43708,0.9374,1105,29,,-0.396,-0.008
